0 6.59593 5.98733 0.34378
1 6.51944 5.9767 0.528223
2 6.6285 5.93359 0.407113
3 6.83162 6.03669 0.488116
4 6.63642 5.90691 0.465878
5 6.56853 5.99366 0.409296
6 6.45369 5.89625 0.221589
7 6.52777 6.07751 0.258987
8 6.48741 6.07699 0.37734
9 6.7391 6.1712 0.232659
10 6.43936 6.1136 0.16686
11 6.78117 6.25602 0.210054
12 7.00697 6.12509 0.213588
13 6.52011 6.22802 0.10956
14 6.66566 6.15058 0.205524
15 6.88785 6.30376 0.253295
16 6.73741 6.15581 0.195433
17 6.79437 6.38445 0.141055
18 6.60493 6.22498 0.158767
19 6.80907 6.38879 0.0772152
20 6.59421 6.21782 0.107542
21 6.5901 6.31549 0.0554486
22 6.69221 6.40102 0.0562623
23 7.04933 6.32824 0.0941532
24 6.84984 6.38669 0.0549345
25 7.3084 6.49101 0.152409
26 6.81697 6.30439 0.0903419
27 6.81388 6.44073 0.0751255
28 6.95935 6.41545 0.124635
29 6.78339 6.43779 0.0909998
30 6.67617 6.35242 0.0579425
31 6.87626 6.56474 0.02822
32 7.06096 6.53253 0.102647
33 7.0175 6.23772 0.154987
34 6.77753 6.31665 0.0611857
35 7.09205 6.24384 0.125963
36 7.01013 6.41686 0.14931
37 7.10548 6.42232 0.204211
38 7.40046 6.49048 0.230615
39 7.09217 6.15685 0.28893
40 7.41258 6.53298 0.24245
41 7.14341 6.55806 0.15654
42 7.279 6.46653 0.308017
43 7.48006 6.55339 0.301956
44 7.28306 6.53171 0.251133
45 7.59182 6.75038 0.312272
46 7.70444 6.66937 0.36128
47 7.54793 6.39192 0.407743
48 7.54543 6.58526 0.313936
49 7.53286 6.75541 0.196169
50 7.70646 6.59229 0.465738
51 7.51416 6.67908 0.265259
52 7.49179 6.7026 0.271792
53 7.5575 6.589 0.326963
54 7.33085 6.69363 0.203469
55 7.51671 6.78311 0.351936
56 7.59886 6.79749 0.227611
57 7.47085 6.91234 0.276416
58 7.46075 6.72455 0.333605
59 7.34008 6.67497 0.243356
60 7.72779 6.87608 0.299924
61 7.45673 6.90527 0.298133
62 7.70607 6.88873 0.465733
63 7.58137 6.80324 0.436959
64 7.71314 7.02701 0.337862
65 8.08987 7.3742 0.174252
66 7.92489 7.31726 0.167685
67 7.7588 7.23581 0.0904352
68 7.85624 7.31741 0.163105
69 8.0798 7.38138 0.138438
70 7.87223 7.48089 0.123946
71 7.76931 7.49313 0.0626964
72 7.89454 7.47871 0.120967
73 7.90082 7.54418 0.115341
74 7.95501 7.62637 0.0789358
75 7.89082 7.50155 0.052707
76 7.86865 7.57747 0.0369474
77 7.90471 7.54378 0.0837624
78 7.97434 7.71362 0.0276046
79 7.91577 7.53785 0.0640234
80 7.91515 7.64059 0.0559679
81 7.89877 7.56184 0.0898575
82 8.01014 7.60016 0.0968324
83 7.92424 7.57478 0.0509446
84 7.84886 7.62743 0.0413477
85 8.03793 7.58231 0.093211
86 7.99479 7.55195 0.086906
87 8.16896 7.5399 0.131285
88 7.91202 7.55832 0.081143
89 7.882 7.62813 0.0528049
90 8.08879 7.71367 0.0786213
91 7.94253 7.66627 0.065444
92 8.3911 7.80277 0.118405
93 8.07927 7.53865 0.137289
94 8.0036 7.6235 0.0708206
95 7.8349 7.62678 0.0438325
96 7.95852 7.62532 0.0818242
97 8.01717 7.63519 0.0570735
98 8.13804 7.69046 0.129313
99 8.12462 7.67539 0.122122
100 8.07487 7.74533 0.0889568
