0 0.470935 0.154984 0.0189366
1 0.511722 0.179473 0.0214761
2 0.508582 0.17899 0.020703
3 0.522634 0.23532 0.0289539
4 0.529933 0.252171 0.0272359
5 0.539939 0.282291 0.0295638
6 0.559814 0.276634 0.0299173
7 0.550671 0.286843 0.03356
8 0.467817 0.293377 0.0215234
9 0.543529 0.325236 0.0301762
10 0.580957 0.361889 0.0320736
11 0.523208 0.353686 0.0211164
12 0.536531 0.354183 0.0244236
13 0.547168 0.395864 0.0261517
14 0.555119 0.437133 0.019697
15 0.738354 0.478111 0.031422
16 0.715986 0.488622 0.0305441
17 0.702611 0.480584 0.0286515
18 0.710831 0.490398 0.0252426
19 0.657465 0.478364 0.0258952
20 0.727741 0.494327 0.027069
21 0.715072 0.501393 0.0210189
22 0.712356 0.537958 0.0220154
23 0.701104 0.527596 0.0215529
24 0.720752 0.522292 0.0209507
25 0.727238 0.52144 0.0232123
26 0.688265 0.528363 0.0216346
27 0.709876 0.512324 0.0276802
28 0.736118 0.538743 0.0240489
29 0.732184 0.540412 0.0206537
30 0.754319 0.56376 0.0239266
31 0.738921 0.565768 0.0184443
32 0.762521 0.572157 0.0182759
33 0.756228 0.579237 0.0163465
34 0.760852 0.599786 0.025397
35 0.754039 0.607198 0.0231159
36 0.756454 0.617628 0.0191719
37 0.759359 0.613484 0.0247648
38 0.75762 0.624339 0.0181585
39 0.760093 0.611181 0.0227125
40 0.764925 0.606476 0.0236882
41 0.762267 0.640223 0.0209281
42 0.75856 0.639336 0.0267109
43 0.765199 0.644168 0.0295258
44 0.765991 0.667232 0.0291292
45 0.766667 0.668518 0.0278145
46 0.76302 0.667689 0.0282011
47 0.761243 0.685575 0.0204013
48 0.76874 0.675166 0.0287565
49 0.768631 0.679369 0.0235274
50 0.770445 0.686535 0.0230202
51 0.76856 0.736325 0.00048447
52 0.769775 0.732774 0.00118811
53 0.770426 0.738232 0.000955279
54 0.76651 0.730646 0.00107152
55 0.767663 0.733637 0.000935363
56 0.768668 0.746778 0.000394174
57 0.769492 0.747377 0.000279851
58 0.771057 0.75284 0.000357988
59 0.772198 0.754248 0.000381507
60 0.770974 0.753368 0.000225314
61 0.770665 0.753658 0.000280477
62 0.770455 0.750991 0.000405495
63 0.769417 0.749644 0.000435516
64 0.770302 0.756843 0.000270185
65 0.771764 0.759294 0.000218161
66 0.771265 0.762995 0.000108605
67 0.768991 0.759492 0.000198447
68 0.769683 0.762673 0.000125285
69 0.77316 0.765 0.000104083
70 0.772685 0.762864 0.000144305
71 0.771021 0.761065 0.000238577
72 0.771905 0.765419 0.000106463
73 0.770092 0.76367 0.000119879
74 0.772871 0.762723 0.000174549
75 0.769166 0.763377 0.000101079
76 0.771433 0.765608 9.37375e-05
77 0.770379 0.765523 0.000100267
78 0.768584 0.763394 0.000110368
79 0.771815 0.764241 0.000181553
80 0.77121 0.764774 9.94347e-05
81 0.770759 0.76528 8.24599e-05
82 0.771495 0.764477 8.03099e-05
83 0.770597 0.7642 0.000137485
84 0.772521 0.766309 5.43633e-05
85 0.771247 0.766987 7.47703e-05
86 0.768901 0.762662 0.000131315
87 0.769543 0.763999 9.37499e-05
88 0.771642 0.763452 0.000113085
89 0.771802 0.765384 0.000132039
90 0.773593 0.765085 0.000150882
91 0.771014 0.76449 0.000131559
92 0.769947 0.765474 7.04015e-05
93 0.768578 0.763966 0.00013129
94 0.768896 0.764587 9.4651e-05
95 0.771536 0.763522 7.69507e-05
96 0.771449 0.766885 4.18311e-05
97 0.773153 0.769185 1.90608e-05
98 0.769984 0.767823 8.93908e-06
99 0.77206 0.769475 4.71209e-06
100 0.772594 0.769115 3.02567e-06
